,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120
SAMPLE_193,0,2804,0,0,0,222,0,0,1284,122,184,563,0,0,0,570,0,0,0,0,0,3419,271,613,0,0,357,0,0,240,690,1725,0,0,0,0,259,0,2014,0,2022,0,0,157,0,0,1550,0,1608,161,318,632,968,389,501,7,2259,0,0,159,0,514,0,0,0,0,268,91,0,0,82,588,2420,87,0,3541,0,0,144,1650,1507,0,0,2036,42,2785,0,995,162,0,2258,605,0,482,0,27,0,0,344,0,0,0,1245,0,398,0,0,0,0,0,800,993,1495,788,0,32,319,27,0,0
SAMPLE_194,0,0,0,0,1393,65,81,0,851,9,21,0,0,25,0,92,0,0,0,45,0,39,415,0,272,0,986,510,1058,0,0,436,0,0,34,254,0,0,4432,0,415,1755,0,0,142,1065,2379,166,114,0,3521,2158,1410,413,0,116,407,0,0,0,0,0,0,170,172,0,79,3,0,806,0,482,458,40,0,561,0,67,612,213,203,0,419,44,0,1990,2103,2550,1724,0,0,0,3243,375,0,0,1721,0,0,0,0,0,86,528,50,0,29,0,0,0,1971,113,1228,484,0,0,877,0,0,87
SAMPLE_195,0,0,323,1531,1031,490,10,0,0,1431,7,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,2378,0,1087,865,40,0,0,0,0,2346,0,0,2495,0,1011,0,18,1726,0,405,0,17,0,0,1523,0,0,140,0,117,3435,602,100,0,0,830,2889,0,0,273,0,14,0,0,0,251,1085,235,0,1991,0,0,98,21,1198,0,0,325,1522,0,764,914,1651,0,1576,0,1698,1113,0,1,696,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1764,509,2995,0,61,729
SAMPLE_196,3,0,0,0,714,216,0,0,0,0,507,0,0,0,0,1267,2800,0,0,194,0,2068,0,0,0,0,623,2719,0,18,0,1878,0,0,46,0,0,0,0,0,0,258,0,0,2415,0,842,5,1810,0,784,2314,2318,719,0,0,2576,0,251,0,0,0,0,0,368,265,0,0,0,6815,0,225,1332,129,2351,2669,0,0,0,40,1262,0,0,2586,0,396,2201,1880,2348,0,0,0,0,2902,1889,169,0,0,218,0,434,0,0,0,40,0,0,1145,0,0,1180,211,1752,0,0,0,0,1060,79,0
SAMPLE_197,1659,1013,0,0,259,610,6,0,0,708,555,0,656,530,0,1446,63,0,0,38,0,538,92,0,0,0,134,1173,0,405,1378,0,0,0,0,0,1893,0,4999,0,0,175,0,0,0,24,308,192,57,1108,1618,14,1341,830,0,296,0,0,0,785,0,785,0,0,389,0,0,0,0,0,0,0,1553,372,105,1745,0,0,0,0,237,0,0,0,0,0,0,446,0,2245,2371,413,2369,0,83,0,0,0,0,0,0,53,45,687,1929,0,47,994,0,35,0,694,4597,73,0,0,0,565,0,0
SAMPLE_198,1078,0,339,0,645,643,61,66,0,0,953,459,0,0,32,24,32,0,0,44,0,0,17,0,35,0,573,666,0,27,1868,0,164,0,0,0,0,0,31,0,0,2257,84,0,0,0,175,0,0,0,1273,3311,0,558,5004,9,0,0,131,0,1226,0,0,0,371,267,267,1,0,0,650,0,159,391,0,805,0,0,81,0,308,0,0,0,1620,2520,0,1398,1437,0,0,0,1661,1,3609,0,0,0,0,0,1572,0,0,0,0,0,0,1479,0,0,386,423,1710,173,0,0,427,0,0,738
SAMPLE_199,1099,0,0,0,0,714,0,249,0,176,530,0,772,18,0,0,31,0,0,0,0,1088,0,171,1694,0,132,4919,0,0,748,0,0,0,0,391,290,0,636,0,0,39,218,0,0,0,1575,531,2452,0,2335,2148,0,327,0,0,61,195,0,685,0,0,2,538,0,132,193,0,305,818,0,0,0,349,28,0,0,5,173,1082,855,0,1287,338,1337,0,862,487,477,30,0,0,0,0,55,0,0,0,0,0,0,0,1924,0,0,12,1238,0,0,0,4925,1785,59,24,51,511,181,1572,0,832
SAMPLE_200,1671,123,0,673,1174,2038,0,694,4034,594,0,2257,0,422,0,1130,304,0,0,27,14,1273,0,646,0,0,305,617,0,0,53,79,423,0,0,0,0,0,21,0,2207,67,0,0,198,0,2695,928,3011,0,0,1485,1708,0,0,0,0,19,51,0,0,0,51,51,211,158,219,0,0,2279,0,1464,785,0,0,3124,0,0,0,291,981,0,0,2930,349,23,292,986,2609,213,3809,0,0,1720,0,0,0,0,367,0,0,0,0,0,37,597,0,0,0,0,770,0,3733,0,0,3079,0,0,0,9
SAMPLE_201,2613,598,0,0,237,516,0,27,0,0,18,0,258,924,0,1838,783,0,0,0,10,1503,13,0,0,0,2335,495,26,1170,0,493,0,0,1102,229,0,0,1255,0,600,0,0,0,0,0,0,46,1520,0,4963,2701,7071,8,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,64,556,1170,12,0,1624,0,0,8,0,0,0,0,352,43,163,0,101,47,0,418,0,0,0,60,0,1708,0,816,0,0,181,680,127,387,25,0,0,0,0,4222,0,1290,632,0,1775,2397,207,0,0
SAMPLE_202,0,0,0,0,677,2943,1060,0,0,1136,1457,3527,3934,1757,0,1757,291,0,0,525,1619,2306,0,1205,0,0,179,1161,1075,40,0,0,250,0,0,1,0,0,0,0,204,0,43,0,1232,570,0,0,157,0,0,0,0,0,3113,0,0,230,690,0,4414,0,0,1683,3544,229,0,0,0,4528,762,87,1505,0,0,0,0,0,291,358,0,0,0,7503,1377,3092,579,554,5377,0,0,0,3005,0,994,0,0,312,0,0,1108,0,0,0,0,335,0,0,0,1992,343,409,8,0,107,191,0,0,0,1481
SAMPLE_203,1519,0,0,0,1209,1465,0,0,0,1602,332,1894,0,1606,0,322,631,0,0,317,1395,1457,0,0,0,0,2038,846,0,1094,0,75,664,0,333,0,0,0,1505,0,1529,0,409,0,0,0,0,0,4602,0,1330,3697,2923,252,0,0,2025,0,239,0,0,1293,4,0,2154,329,406,772,0,0,504,272,941,328,47,1233,0,0,0,0,127,0,0,0,0,0,0,1416,1758,0,0,0,2358,0,1077,39,0,0,125,0,0,0,3640,668,0,143,0,1022,0,2357,1199,87,417,0,4187,315,0,3890,0,1635
SAMPLE_204,2517,0,0,0,1039,2654,0,3030,0,183,0,3367,0,0,135,2098,3025,0,0,379,0,0,0,261,2563,0,194,59,0,0,1165,1679,927,0,0,717,0,0,3096,0,4139,275,76,0,2521,0,183,164,4164,0,1243,0,0,0,0,369,0,735,1509,0,0,0,0,0,3291,1298,50,0,0,3757,0,0,226,0,0,2161,0,0,0,547,255,0,1947,0,640,0,0,689,4254,0,0,0,2605,480,0,0,0,0,0,0,2,0,2393,2263,1543,0,0,398,0,0,410,524,0,152,0,0,292,1593,4,1864
SAMPLE_205,4238,379,0,0,645,1629,489,1762,0,0,260,0,0,0,0,497,78,0,0,29,0,0,795,0,0,0,2569,0,0,8,0,161,0,0,0,0,0,0,3,0,443,0,84,0,0,0,208,31,0,0,3056,8166,1351,0,0,6,0,0,1726,0,0,0,0,1095,194,176,158,0,0,2306,186,316,740,0,0,526,0,2320,0,302,52,0,11,2383,0,2802,0,150,826,0,0,0,4896,4919,723,0,0,0,1128,0,0,0,0,0,0,102,0,286,0,24,0,620,0,1049,2990,467,0,0,0,114
SAMPLE_206,42,0,0,0,0,50,0,2217,0,0,399,0,1881,0,0,926,0,0,0,315,0,429,0,0,0,692,0,4538,0,29,128,3608,0,0,0,23,0,0,270,0,1319,2211,677,0,0,16,3,3,380,0,4887,4036,2890,0,0,0,332,0,91,0,0,0,0,0,2638,180,0,5,691,2386,0,1920,1127,25,2478,0,0,0,0,150,0,0,0,3950,1075,0,0,1001,3296,0,0,0,0,1310,1042,0,0,0,0,0,0,0,0,0,6,159,0,23,0,0,619,31,3289,0,0,0,18,1102,0,207
SAMPLE_207,0,1037,0,0,56,0,0,348,0,0,29,156,349,0,0,621,0,0,0,169,0,4392,18,0,486,0,2385,0,14,0,1901,1558,0,0,0,228,1322,0,0,0,0,2240,0,1404,0,37,1051,0,0,0,3240,1271,3886,791,0,2,0,1076,144,0,12,0,0,19,1344,1093,137,0,0,0,0,1527,5346,0,0,405,0,30,38,75,300,0,0,0,66,195,292,877,0,0,0,0,1398,0,34,21,0,0,102,45,0,0,141,0,77,0,0,0,0,0,114,1773,2120,373,0,583,0,0,0,683
SAMPLE_208,5627,100,749,648,366,1278,0,584,404,0,0,0,0,79,0,1103,0,0,0,217,0,110,0,0,0,0,0,553,0,1,2202,132,503,0,0,20,979,0,0,0,0,1375,979,0,0,0,1372,0,0,0,4670,2649,6263,379,0,0,528,0,0,0,0,0,0,0,2057,269,88,0,1129,0,21,0,550,349,0,937,0,0,27,0,0,0,0,0,161,0,795,1378,0,0,2017,0,0,633,0,0,0,0,925,0,0,1073,0,0,0,188,0,0,0,0,2102,1793,2286,0,0,2652,429,770,0,776
SAMPLE_209,0,0,0,0,1908,311,610,0,0,340,1213,0,0,495,0,1247,0,0,0,37,515,401,0,0,0,0,0,18,1226,23,0,3694,385,0,0,249,599,0,57,0,2653,0,163,0,570,384,0,1,4029,32,2987,6536,2339,100,0,175,0,0,0,0,0,0,69,0,325,0,4,0,0,4177,15,1197,1170,0,0,22,0,0,391,0,1558,0,96,2833,1656,0,109,902,0,27,0,3,4989,2093,0,0,2831,0,477,0,0,0,0,0,19,530,0,0,0,0,5764,1199,2799,0,213,0,88,0,0,4669
SAMPLE_210,338,0,0,307,643,689,690,2353,0,0,0,145,213,157,0,275,0,0,0,0,0,1994,0,0,0,0,1870,2150,0,93,1560,1283,11,0,0,279,0,0,0,0,0,2464,0,0,0,0,1065,122,46,0,4373,245,316,201,0,6,0,0,0,0,0,0,445,0,0,938,0,0,0,66,6,554,1761,415,94,3877,0,0,0,0,1137,0,0,0,30,1328,600,6192,0,0,930,0,5689,0,0,0,2979,0,612,0,0,0,0,0,1097,0,0,163,0,0,0,0,1781,0,0,15,0,38,157,0
SAMPLE_211,0,0,0,0,22,41,0,0,0,614,424,0,792,3,0,697,0,0,0,50,16,5,278,0,0,0,161,46,0,0,0,414,0,0,0,93,0,0,439,169,1321,0,101,0,0,0,0,227,0,0,4788,1543,5731,86,0,116,0,0,2717,308,0,0,0,407,71,1293,273,15,0,186,167,0,253,30,0,1546,0,0,174,34,317,0,336,4920,0,0,768,443,2981,0,0,0,6704,1927,176,0,0,2516,128,0,0,0,0,0,13,0,0,949,0,0,2781,1077,0,126,0,0,24,0,0,2739
SAMPLE_212,0,0,0,0,365,1018,201,1618,0,575,0,3055,0,15,0,197,0,0,0,521,0,37,0,0,0,1785,0,97,0,0,119,761,0,0,2933,858,0,0,0,0,303,870,1397,0,0,0,969,113,0,0,5990,2109,0,0,0,9,56,478,0,0,0,1116,59,0,2022,1593,0,67,0,74,0,0,1688,0,0,2553,0,0,30,1260,734,0,0,0,30,0,0,1641,0,0,844,0,0,2618,0,1319,1545,0,1372,0,2366,0,0,454,946,0,0,734,0,0,0,0,2191,0,2204,4157,286,0,0,10
SAMPLE_213,0,0,0,0,147,221,0,0,0,0,73,0,0,0,0,14,2043,0,0,94,0,0,64,0,0,0,0,566,1176,36,587,1719,0,0,0,40,315,7,635,0,47,752,0,335,0,340,0,10,0,0,2755,4036,0,286,0,4,0,0,169,563,0,0,0,0,0,1099,19,0,0,0,3,0,0,133,0,974,0,0,0,1623,0,0,1818,0,509,2478,916,2710,0,0,0,0,3110,42,284,1177,0,0,2538,0,0,0,0,0,29,0,1439,0,0,0,2510,0,2610,343,42,0,0,58,0,489
SAMPLE_214,0,0,0,0,419,1115,683,182,606,248,1107,0,3695,330,353,1230,0,0,0,158,0,311,312,0,0,0,425,1350,0,0,2789,0,0,0,0,883,1820,0,2154,0,180,0,0,764,0,0,796,0,1978,0,5757,549,1186,567,94,138,2653,367,1056,309,0,1730,660,0,83,0,77,0,0,24,57,125,309,553,0,373,0,0,881,0,487,0,32,883,146,0,661,756,1415,0,0,0,7727,0,0,0,0,0,2482,0,0,0,1626,0,0,36,0,64,0,0,571,183,0,186,399,910,804,0,0,1258
SAMPLE_215,0,0,0,841,447,316,520,0,0,0,0,0,0,158,746,930,0,0,0,430,0,255,0,0,0,0,0,382,39,1030,0,419,1114,0,0,375,0,0,0,0,0,0,60,850,0,41,5372,0,0,0,3477,1869,1443,4,0,90,0,0,0,0,392,1141,95,0,791,605,0,86,0,0,0,452,2698,5,373,477,0,0,0,0,645,2263,0,335,0,0,78,3843,0,0,0,0,4701,1525,0,0,0,0,0,0,0,0,0,241,0,534,0,0,1901,0,2583,24,536,0,0,0,0,3187,0,0
SAMPLE_216,419,0,0,0,50,434,0,3242,0,0,112,469,1670,156,0,278,29,0,0,0,0,176,0,0,0,0,0,0,0,113,101,590,0,0,0,1480,41,0,1596,0,826,0,0,0,0,143,78,468,2310,0,3005,4184,0,55,0,0,0,0,353,353,0,35,0,0,1109,1417,0,9,0,420,24,350,2004,0,30,0,0,43,193,346,0,0,0,0,1943,2464,164,335,0,19,0,0,278,266,0,0,2262,39,439,0,1411,0,57,0,52,0,0,0,0,0,2724,219,1828,0,404,0,1692,3382,0,1426
SAMPLE_217,1544,0,0,0,769,272,0,0,0,0,85,1947,192,0,0,135,76,0,0,37,0,0,0,0,0,0,77,320,0,0,0,946,2,2107,126,308,0,0,2904,0,1048,0,12,0,0,0,0,232,2387,0,2702,4120,3742,51,0,111,638,0,0,0,0,0,0,0,169,0,0,0,1009,1252,0,1636,387,53,0,39,0,0,51,0,0,0,0,122,0,26,0,328,872,0,47,0,1921,0,331,0,2693,0,21,0,76,35,1960,0,0,16,772,0,0,0,2858,0,2368,16,0,42,0,0,385,0
SAMPLE_218,195,0,81,0,0,550,411,0,0,0,198,0,0,0,0,0,0,0,106,0,0,97,369,0,78,0,0,0,31,16,6452,0,0,0,0,502,3036,0,1020,0,1725,0,754,0,2056,0,3256,9,46,0,1940,877,0,542,0,0,0,0,328,2841,0,0,0,524,0,354,83,7,499,2206,0,0,533,0,43,0,0,18,230,2162,0,0,2,4161,3,3508,355,1189,2882,0,1912,0,2534,0,680,0,1100,0,938,49,120,571,29,0,0,210,0,0,0,1294,0,121,0,0,0,2124,694,22,4,1953
SAMPLE_219,0,0,9,0,1272,129,0,0,0,0,778,232,124,0,0,511,0,0,0,43,0,106,483,0,0,0,1295,1676,0,447,0,326,0,0,26,137,0,0,5036,0,2226,0,0,0,380,0,0,0,2297,0,0,4433,192,0,508,0,499,0,36,0,0,0,0,405,344,677,0,433,0,741,310,0,1202,18,0,0,0,0,745,0,107,0,0,2182,35,2695,446,4477,1014,263,0,0,0,88,320,215,1313,0,1219,0,14,0,1644,0,0,0,0,0,0,0,9244,0,0,323,0,315,0,0,1538,29
SAMPLE_220,0,0,0,0,939,0,0,0,51,0,20,0,1742,0,0,840,56,0,0,66,0,24,0,0,0,0,958,1067,1746,0,26,811,60,0,0,368,0,0,68,0,0,104,0,0,0,574,921,49,4816,0,2754,4451,879,0,3277,0,0,0,221,0,0,0,3,90,527,0,0,0,0,0,601,2096,904,79,0,26,0,0,61,1095,6,0,0,3990,2734,0,70,2302,3838,0,47,0,2717,0,0,1237,1343,0,0,0,66,0,2904,1229,436,173,0,0,0,0,1973,2155,1013,0,0,0,250,0,0,1244
SAMPLE_221,1482,114,0,0,763,1638,8,756,0,104,0,14,0,670,0,665,0,0,0,5,959,0,648,200,727,0,650,2144,0,22,0,0,0,0,0,0,0,75,31,0,1067,325,161,0,0,0,1833,620,0,0,1735,3466,1609,0,0,0,2366,0,0,0,0,422,224,407,116,445,58,0,0,0,722,129,401,122,0,3105,0,0,214,225,1045,0,9,47,1236,793,1756,1954,0,0,31,0,0,2397,0,0,0,0,0,0,0,0,0,0,1076,1,0,0,0,0,1432,1443,151,0,1513,0,0,1950,41,833
SAMPLE_222,0,0,0,0,297,1534,0,0,0,27,0,0,1,200,0,0,38,0,0,0,0,0,791,0,0,0,1014,537,0,0,1776,1035,0,0,62,1297,941,0,0,0,1128,2806,0,151,0,0,0,597,4295,0,1263,2795,393,218,4517,0,1103,424,589,0,0,1501,997,6,0,731,0,991,0,429,558,0,0,147,2592,85,0,0,260,0,0,0,0,0,760,0,198,3502,0,0,21,0,1910,459,0,0,0,0,0,0,0,0,3432,0,0,0,0,551,0,0,2677,0,0,405,0,0,1645,1226,382,1796
SAMPLE_223,0,0,0,0,17,323,0,445,0,0,0,0,0,29,0,80,0,0,0,0,21,100,0,0,0,0,0,55,0,892,1,62,0,0,0,577,0,0,3174,0,0,0,504,0,0,691,2053,0,112,19,2154,1992,0,126,0,0,0,346,64,1121,0,0,0,26,0,450,65,0,0,0,246,123,685,16,57,177,0,0,0,1050,0,0,0,0,962,0,0,0,576,0,71,6,2937,0,0,27,4124,0,79,0,0,0,107,195,15,6,0,1342,0,426,4102,0,81,0,159,802,419,214,0,0
SAMPLE_224,0,0,0,34,928,1698,0,111,878,27,0,0,1479,20,10,34,0,0,1,0,22,17,595,131,1181,137,995,914,0,791,19,0,15,0,0,93,0,0,0,0,0,2025,0,0,911,0,555,0,3055,0,0,0,0,219,0,0,0,0,0,0,0,27,0,1088,0,0,337,3,0,0,913,826,43,375,34,997,0,0,3,1066,1311,0,0,0,149,2174,231,3213,1222,2120,1279,0,0,0,0,384,0,0,353,0,0,0,2507,0,183,15,0,0,0,0,0,0,0,394,0,2128,52,3879,1683,0
SAMPLE_225,574,0,0,0,2275,0,0,53,0,0,0,2406,38,1627,0,0,567,0,0,93,0,3582,867,0,0,0,0,1187,0,0,2113,0,0,0,0,625,0,27,0,0,62,0,588,16,0,0,305,748,2488,0,4303,5502,0,0,3929,0,1286,0,116,0,0,14,0,482,655,616,0,0,0,500,365,0,2426,0,836,0,0,49,225,0,0,0,0,841,0,1490,886,1532,376,0,0,0,5448,3254,0,0,0,842,392,0,0,0,1870,0,0,39,0,0,0,0,4681,698,0,0,0,0,988,505,0,436
SAMPLE_226,0,0,0,0,0,740,331,2401,295,99,829,0,1397,0,0,1033,1760,0,0,25,0,15,441,0,1193,0,252,388,0,106,0,0,137,0,0,161,0,0,778,0,0,0,0,0,0,713,731,2,2795,698,0,1575,4075,62,0,0,1477,0,0,470,0,0,1139,748,95,301,56,0,0,0,0,0,348,66,0,172,0,532,260,0,379,0,42,729,0,0,16,821,0,0,1664,2367,680,1727,2962,26,1357,0,1021,0,0,0,1897,2238,20,138,0,0,0,289,110,0,0,0,0,291,86,0,0,2108
SAMPLE_227,0,0,0,0,518,262,0,51,0,567,1408,0,0,44,0,1421,0,384,0,250,0,186,0,0,18,0,753,1948,1386,463,0,0,0,0,0,53,0,0,3066,11,2201,0,742,0,0,632,115,5,0,0,812,2163,6792,0,0,6,994,0,235,329,0,0,2,0,2042,606,28,0,0,334,0,0,200,76,0,3276,0,0,0,0,1164,0,0,3248,23,171,40,2198,2413,0,0,0,0,41,1482,0,0,0,0,0,0,0,0,772,0,135,0,300,64,2696,4839,105,0,126,0,0,0,3271,3779,1637
SAMPLE_228,0,0,0,0,656,0,0,115,0,0,0,0,0,25,0,587,545,0,0,0,15,18,0,0,0,0,169,1429,52,3,0,1102,0,0,28,71,0,0,939,0,2772,0,206,0,0,0,564,10,222,0,0,4044,2535,265,3838,0,351,166,0,0,0,525,0,0,0,252,0,361,0,5,1425,1600,1072,324,606,0,0,1767,231,0,0,0,357,1878,1254,0,1000,540,1553,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,99,0,838,0,0,2750,1920,0,0,2549,0,26,315,0,1168
SAMPLE_229,0,241,0,0,0,0,6,2168,0,218,0,122,0,1567,91,372,0,0,0,300,561,2412,120,0,1289,0,613,0,0,151,0,481,0,0,0,33,501,0,3133,0,0,0,420,1555,0,0,4220,11,0,0,1844,2133,1002,301,0,0,792,0,2109,1908,0,2073,2944,123,2398,419,317,106,0,0,0,1468,2098,0,0,1040,0,1,0,383,1714,0,0,0,181,512,677,2079,0,0,0,0,2731,0,0,8,0,0,0,0,1509,0,0,0,0,0,0,1467,0,1537,0,1308,349,0,0,486,0,0,0,1623
SAMPLE_230,0,0,0,0,454,1271,8,0,1324,0,0,62,0,0,400,623,0,0,0,56,0,0,0,0,0,0,0,1550,30,31,1299,750,321,0,0,229,356,0,536,0,679,0,254,0,0,0,5692,26,0,0,4081,1633,0,425,0,0,726,0,166,0,0,889,0,474,410,611,171,361,0,4164,195,0,896,375,0,0,0,0,104,327,118,92,0,2620,949,0,0,3639,2731,0,0,0,0,652,0,0,879,0,0,0,0,0,0,0,296,135,1329,1280,0,0,3494,2261,3280,0,4470,1640,98,33,0,1097
SAMPLE_231,0,0,0,0,731,27,12,249,0,41,0,783,0,13,0,404,72,0,0,0,0,15,238,0,0,0,1838,0,0,40,3261,324,0,0,0,1011,278,0,0,0,40,0,296,3,37,0,785,0,797,21,3116,442,0,948,1281,4,25,0,1831,0,0,0,93,349,0,651,327,95,0,93,895,838,3047,0,0,2245,0,0,164,1128,626,0,0,103,0,0,0,509,258,25,59,44,9382,0,0,0,0,0,0,0,0,0,667,0,0,1,0,945,0,0,0,1457,0,321,0,0,0,0,0,2587
SAMPLE_232,177,0,0,0,301,0,10,671,0,382,1098,305,0,59,0,907,0,0,0,0,113,1509,229,0,0,0,667,993,12,353,0,2112,0,0,0,0,0,130,1419,0,0,1167,0,0,905,0,2648,282,0,0,2644,919,4088,13,0,1,0,0,0,2231,0,2,0,0,0,347,95,1,0,1688,106,145,1014,0,87,731,0,0,683,646,0,0,0,0,0,2418,396,2338,1013,0,1481,0,0,231,844,0,0,0,503,0,625,101,0,169,12,0,0,801,0,1608,1814,0,0,0,2084,529,0,341,161,0
SAMPLE_233,0,0,84,0,976,20,0,299,0,0,36,2733,0,1082,0,1397,0,0,0,453,873,2088,565,0,0,0,1144,291,0,0,0,19,44,0,0,0,0,0,2087,248,153,2125,175,1109,0,0,1148,0,652,0,2791,2517,2594,0,0,0,0,0,706,0,0,519,910,0,338,0,334,0,0,0,1128,0,1394,0,0,0,0,0,0,154,1434,2640,0,0,0,757,461,3801,0,0,0,0,3477,0,0,0,0,0,0,1,150,0,472,0,0,0,0,157,0,0,2905,22,2549,342,0,15,121,2355,0,46
SAMPLE_234,168,0,0,0,0,2459,0,0,1170,0,211,0,934,1680,73,0,26,905,0,158,0,3775,428,0,0,0,700,275,0,136,4594,651,100,0,0,122,2871,0,0,0,0,0,0,369,0,0,0,15,0,0,2470,1791,3520,0,0,0,43,0,1214,1163,0,0,0,56,899,1026,0,0,1039,636,496,583,3232,1,0,604,0,5,1228,162,0,0,33,223,80,0,1269,2334,0,10,1898,0,6863,3407,718,0,894,0,0,0,0,0,0,0,158,0,0,571,0,0,3345,3272,1075,241,97,0,0,0,0,6542
SAMPLE_235,1982,0,0,0,3,0,0,743,0,0,63,15,0,535,0,686,1513,0,0,0,882,2168,0,0,0,0,1693,0,0,0,0,74,0,0,0,1018,0,0,0,0,60,455,0,1507,0,0,1172,26,3232,0,647,1698,4756,0,0,216,2168,960,0,0,0,0,0,22,0,1525,0,0,0,10,0,0,3149,0,2521,2167,0,699,0,0,0,0,373,0,0,0,542,2661,0,0,0,0,351,573,0,1324,3397,0,0,0,108,0,2282,0,0,0,1324,204,0,0,1652,3172,324,0,0,0,401,2821,0,0
SAMPLE_236,0,0,0,0,0,348,0,0,118,2168,11,0,0,6,0,1343,2475,0,0,0,5,14,205,0,0,0,532,1424,0,0,1072,1427,107,0,0,1389,2028,0,5355,0,3221,0,0,0,0,0,0,53,0,0,1831,5171,2398,843,0,6,2852,527,1662,856,0,2681,0,0,0,396,0,432,0,0,7,0,2689,147,0,2079,0,0,342,139,1160,0,64,2779,1454,140,534,1748,322,0,0,0,0,1718,0,0,0,5221,0,70,0,0,0,0,430,120,0,317,0,0,6139,637,1316,143,0,179,1339,0,0,1285
SAMPLE_237,1077,0,0,0,164,1117,0,2571,0,62,21,0,228,0,151,605,313,0,0,0,0,0,265,0,0,0,0,612,0,0,3073,0,94,2282,299,0,0,0,5651,0,0,0,8,0,0,0,425,170,4464,0,3867,898,5679,0,0,4,505,0,0,0,0,0,0,19,0,1502,0,0,0,1175,60,995,280,54,0,0,0,11,797,0,1105,0,1080,2691,1472,0,0,212,1267,1327,0,0,5919,0,82,0,1242,0,268,0,2522,0,491,3703,799,139,0,0,0,0,0,54,1642,0,1258,3847,0,0,0,738
SAMPLE_238,0,0,0,0,49,0,457,1698,0,0,0,0,487,0,0,847,2261,0,0,1,0,0,25,0,0,0,1595,0,0,0,0,66,451,0,0,0,0,0,2024,0,241,356,0,1033,6,511,0,0,1717,0,0,5151,3831,982,1325,0,554,1835,0,0,0,1068,0,0,4,2048,484,35,0,0,233,0,110,581,0,1220,0,0,373,0,1765,0,23,3936,0,479,0,5344,966,0,41,72,649,0,0,1616,0,0,1276,0,0,0,0,0,1694,260,0,114,0,0,9870,0,222,0,1778,130,0,2440,33,2338
SAMPLE_239,0,0,0,0,1276,1659,0,0,2192,0,0,0,0,0,0,0,0,0,0,90,0,0,172,1014,142,0,801,3844,0,98,103,3423,0,0,0,0,1462,0,2318,0,0,0,0,1669,0,0,3672,0,0,58,2405,6334,0,197,0,0,0,0,617,0,0,0,0,301,682,1888,224,0,0,0,27,1869,2496,0,0,2654,0,0,143,336,886,0,0,0,1849,195,0,2385,0,0,3049,5,4034,1460,0,0,0,0,0,0,0,809,0,384,0,0,0,0,0,0,967,0,2172,166,0,661,1159,0,0,3243
SAMPLE_240,421,0,0,0,69,876,0,0,0,2131,0,0,117,125,0,444,0,0,0,289,37,2220,0,33,0,0,0,169,202,0,282,0,362,608,0,362,0,0,0,472,978,3568,863,3271,0,46,0,52,0,10,0,0,1088,479,0,0,677,1935,406,935,0,1042,334,0,861,723,179,0,0,0,0,456,3273,28,0,479,0,0,217,0,1533,0,0,57,1671,0,808,3644,1655,1,2747,49,0,0,0,0,0,0,804,0,0,115,0,0,522,48,0,0,0,0,7312,0,1257,0,0,2199,350,0,0,2796
