,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_146,706,232,0,197,0,0,0,0,0,0,0,2329,0,0,0,80,0,139,2298,136,2321,2822,0,0,0,0,344,1118,2185,4860,0,0,0,0,7709,871,1750,0,0,0,757,0,15,0,905,0,298,0,0,0,919,0,727,0,0,0,0,0,322,0,0,207,0,407,178,537,136,0,1539,4453,0,23,0,0,0,0,0,1508,0,548,0,367,962,501,0,41,1847,5492,3229,0,0,0,0,0,1908,0,714,172,486,149,1010,0,0,0,408,1233,0,0,447,0,0,17,583,2306,0,0,1226,3275,0,1160,0,0,2297,5910,0,0,0,6111,0,0,0,2350,1594,0,1137,859,147,0,2783,0,497,0,73,0,48,509,0,0,0,0
SAMPLE_147,218,800,0,0,940,775,450,0,0,0,0,0,0,0,0,644,0,0,3171,0,0,471,0,0,1854,0,479,831,0,6286,158,388,0,1413,441,0,0,1764,0,3634,0,0,0,0,0,173,1938,292,0,0,0,2499,3754,0,651,0,0,0,0,0,0,680,0,0,0,1022,1420,0,1395,758,0,0,0,4244,0,0,987,1678,0,1964,0,2180,5184,0,5185,0,1890,0,7641,2822,0,1807,0,0,0,0,180,1782,0,69,3068,4109,0,7,0,777,0,0,0,0,0,0,1144,1330,2164,0,0,5549,0,2933,0,3374,1125,0,0,1442,0,5124,0,986,0,763,2029,0,0,431,214,436,3507,156,0,162,0,54,0,0,0,438,1744,418
SAMPLE_148,200,0,320,0,0,0,0,463,127,0,0,76,0,0,0,0,2396,2278,7487,0,983,0,417,0,4668,0,519,0,2358,1111,0,0,0,0,0,1950,2670,0,0,0,0,95,0,0,275,0,3341,1154,0,69,0,0,0,0,2199,3792,646,363,767,0,199,0,2116,0,0,513,509,0,946,2619,0,1015,0,269,0,1465,0,0,0,933,821,376,464,0,0,2319,2435,0,825,0,0,1766,1971,0,1437,302,238,666,0,808,914,0,0,0,377,3246,0,0,0,127,0,474,1429,0,0,0,0,0,1682,0,0,0,2904,0,424,0,539,0,0,0,0,1317,0,2208,0,0,2538,0,7041,0,0,101,1498,0,0,179,0,141,1242,34
SAMPLE_149,345,26,1220,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,697,777,2257,0,0,0,0,0,800,4415,0,465,59,0,0,0,0,386,0,0,2639,1807,0,98,2883,0,0,0,0,0,953,685,2632,0,0,0,0,3379,0,0,0,0,0,0,0,682,30,0,0,1957,3138,0,0,0,0,0,2044,0,0,0,6,0,0,0,3555,490,3825,1079,505,0,1521,2020,300,0,3197,2696,0,0,330,0,103,0,25,468,0,0,4405,643,281,245,791,0,395,0,0,0,21,7250,0,248,2098,0,385,1414,0,0,3870,0,3522,0,0,0,0,2,0,0,1964,0,0,3246,0,461,0,2675,625,659,0,0,0,0,0
SAMPLE_150,0,1242,0,2,0,413,0,0,0,0,0,0,0,2161,0,0,0,991,0,0,52,0,0,718,0,0,112,889,3930,6950,274,0,0,0,190,0,421,1075,138,2255,0,43,0,0,1914,0,0,0,0,892,753,0,361,1432,1293,983,0,0,0,1958,0,0,1382,134,0,1277,0,0,0,3007,0,0,0,0,0,0,0,1670,0,714,0,6146,2231,0,0,1711,1944,3740,1546,0,0,0,0,0,0,4791,0,503,1961,0,0,0,0,110,0,567,5,0,1439,0,0,0,0,296,0,45,701,201,0,1451,65,0,400,416,343,394,0,0,0,987,0,0,0,0,0,0,0,0,2530,0,0,0,327,0,0,0,0,0,0,329
SAMPLE_151,130,0,1182,0,0,0,2368,362,0,0,113,715,0,0,1712,0,526,484,0,0,0,0,0,202,1365,0,0,0,0,3227,0,0,39,0,0,308,3933,1005,0,3177,0,568,420,427,0,0,0,816,699,1510,2117,2186,3232,0,0,2189,0,0,0,0,0,0,0,0,0,82,0,0,1330,0,0,0,0,578,0,0,0,2135,1093,0,0,1599,2846,3084,0,903,0,0,1590,0,480,0,0,59,0,1662,0,1185,0,0,0,0,1487,111,774,1780,116,411,0,1231,0,0,3705,0,0,250,818,0,2040,0,59,0,560,1605,0,69,191,3688,0,788,0,1606,0,0,0,0,154,650,0,371,0,0,0,0,0,780,0,0,1410,0
SAMPLE_152,916,0,657,0,0,757,2414,0,0,1015,0,0,0,2434,744,112,0,1693,1653,386,2247,3042,285,0,0,145,0,415,0,0,0,397,0,517,4751,338,1351,0,0,0,0,0,40,0,0,0,1784,477,1054,1534,3541,0,2582,0,1077,0,1355,0,0,0,0,0,919,0,400,2809,464,745,0,0,0,0,0,649,0,1373,0,0,0,0,0,13401,1318,0,0,1884,1049,0,0,2901,0,1265,4071,0,0,0,208,275,0,0,4797,1555,3911,79,0,0,0,1856,534,1176,0,766,2496,4382,0,0,0,829,0,1701,0,0,0,0,1582,1908,0,0,0,5594,0,0,0,0,0,1036,0,1607,0,0,269,0,0,0,0,0,2581,0,2894,0
SAMPLE_153,0,0,0,0,111,818,1117,0,0,0,0,632,0,0,671,0,1225,614,0,0,2208,0,1319,522,157,0,0,1897,1422,3784,188,0,418,0,328,1297,1703,0,0,301,553,0,105,0,0,0,1341,0,0,6300,0,1677,3410,0,0,0,543,0,0,0,276,0,1171,0,0,362,237,992,3146,772,0,0,0,940,1114,0,0,3145,0,0,0,3657,0,0,5003,38,0,551,0,0,0,118,2738,1073,2252,0,0,681,0,589,1151,0,2143,0,465,2945,0,0,0,1208,0,0,2667,3016,0,0,0,2654,0,0,0,1266,0,0,365,0,0,0,0,2623,0,1733,0,1698,0,1925,0,1224,988,0,0,273,1600,761,0,1255,0,0,0,664
SAMPLE_154,0,0,342,0,0,340,0,0,0,625,0,0,0,1213,1050,964,3277,0,0,0,131,1901,1628,0,0,0,0,1168,3636,0,0,0,0,2329,0,362,3099,0,0,0,0,253,31,2015,0,418,0,0,0,0,2559,0,3105,0,0,2645,4291,0,0,0,0,0,0,183,0,0,0,926,1302,2165,0,47,0,835,0,0,0,0,0,0,0,0,816,0,5633,0,5229,629,0,1482,0,0,0,3818,1012,0,0,324,0,476,1462,4542,245,0,494,2024,232,0,0,0,0,0,0,4156,0,0,719,0,0,3383,0,0,4535,655,419,0,501,5379,0,3456,0,654,1569,0,0,0,1756,2099,2097,0,0,0,1030,2006,224,108,0,194,568,0
SAMPLE_155,618,810,0,821,0,0,2524,0,0,788,0,1709,0,0,890,282,0,571,1884,0,2450,0,125,513,3064,0,0,0,0,752,0,0,0,775,2729,1410,0,0,34,0,0,0,0,199,0,814,107,0,0,4671,3209,0,1736,1100,0,0,3372,741,1727,471,0,792,2115,0,558,0,425,0,2926,2793,0,0,789,0,2397,0,93,1853,0,0,0,0,799,0,0,0,831,1424,1143,2467,0,0,0,0,0,0,246,0,0,492,1641,4222,0,73,0,2359,4883,0,1644,927,0,0,0,384,0,86,0,4140,0,3985,0,0,0,0,0,6436,176,0,0,294,0,0,0,0,1674,776,0,2642,0,0,600,0,2332,0,0,0,0,892,5033,0
SAMPLE_156,546,1179,0,1108,0,191,0,0,0,0,353,0,0,0,0,196,2697,0,3158,0,0,2731,0,48,0,0,0,47,7275,5823,0,81,38,0,0,1078,715,1551,0,0,691,0,864,2382,0,0,1083,822,0,0,0,0,8041,0,0,0,948,0,0,0,131,299,6841,432,0,0,1048,957,3003,591,1048,917,0,0,0,635,0,0,0,0,0,0,0,208,8311,4609,5075,3160,0,2227,0,0,0,0,0,511,0,547,3705,61,2241,0,0,417,0,5043,0,0,2028,0,659,0,1642,0,0,533,1559,2080,0,1995,0,2577,4495,2532,961,0,0,0,0,5813,0,0,0,1401,241,2076,0,3152,2848,0,411,158,2119,1420,0,0,0,0,0,525
SAMPLE_157,1445,180,0,1135,801,154,5504,0,0,1485,0,0,0,1499,1200,0,195,0,1478,305,0,1719,506,1591,0,0,0,0,1007,0,301,0,0,0,0,1098,0,2897,0,4349,0,373,427,0,684,0,676,0,524,0,0,0,4137,3279,416,0,422,0,1904,0,633,0,1249,0,0,0,13,0,2081,0,0,0,0,0,573,0,0,0,0,0,0,6482,0,0,0,943,1812,1735,0,0,476,0,0,292,0,1806,0,0,954,113,1497,0,1464,518,585,5236,0,0,0,564,0,0,0,3457,0,0,0,2340,488,0,0,0,0,888,0,3860,0,0,0,1036,2256,0,0,0,4196,331,0,3916,1709,1595,0,182,3903,2467,0,1086,0,1101,1364,0
SAMPLE_158,0,0,919,0,390,342,0,0,425,0,0,1497,0,0,1163,87,0,354,0,0,0,891,0,1579,0,0,0,0,5743,4320,335,31,0,0,5750,0,0,2792,0,603,0,0,0,0,0,0,198,1636,1795,784,4511,0,0,0,0,0,1146,0,0,340,172,0,0,0,0,0,0,0,1347,2721,0,0,331,0,154,0,0,1476,0,791,0,522,2227,1522,2305,295,583,3057,0,0,0,1868,0,744,0,1562,0,0,0,0,1492,1317,1069,0,640,464,0,0,0,39,0,1617,0,2037,0,0,0,0,0,919,1012,1133,2253,2182,0,2391,0,7349,0,4167,0,0,0,0,5781,0,986,2272,0,612,0,0,0,0,381,1085,303,448,0,174
SAMPLE_159,0,796,1911,0,1970,0,0,0,0,986,0,0,0,0,974,338,0,0,0,0,1194,1884,0,259,0,0,0,0,0,3092,0,0,0,398,0,0,1928,0,0,1311,0,353,0,0,68,0,0,0,0,2684,0,0,1294,0,0,0,0,401,822,940,0,0,240,0,1725,0,0,1963,3984,663,0,987,0,0,432,424,1126,0,227,0,6430,0,0,0,4554,1345,324,0,2882,1548,0,1502,852,3675,0,587,0,0,0,106,7732,1545,2127,0,326,1139,1332,0,0,0,0,313,3021,0,0,0,918,2588,0,2476,0,0,0,612,0,3192,1103,0,0,0,0,1404,1373,2484,0,0,0,2382,0,1501,696,0,0,1860,0,522,0,0,3987,102
SAMPLE_160,269,0,0,0,0,65,2099,0,1663,829,0,0,0,0,2885,0,0,923,313,0,344,636,576,1073,0,0,0,0,5381,0,66,0,0,0,2580,2451,2314,3041,0,2013,127,0,0,1504,0,545,0,364,1462,0,4617,0,845,0,0,0,434,0,0,0,365,0,0,0,0,1496,0,942,801,2126,0,0,0,1494,814,96,0,2756,0,0,0,0,0,0,7377,3000,0,0,0,670,1861,0,2835,2996,0,0,0,1496,461,196,7949,0,0,211,0,2298,0,0,0,0,0,134,0,96,0,0,0,2050,0,3879,0,1447,0,0,209,0,0,4936,0,0,0,335,0,0,1683,0,0,3129,0,0,0,656,1285,478,112,672,0,0,2490,0
SAMPLE_161,1282,0,0,0,0,439,0,0,0,0,0,0,27,0,0,266,0,0,0,0,0,608,580,0,0,406,121,0,0,3853,0,0,0,315,230,1387,130,3277,0,1490,0,407,92,3429,522,68,0,882,0,1272,724,0,0,115,0,3442,2360,0,0,1264,0,369,1398,0,0,0,1945,297,0,2890,0,297,0,639,1984,0,1117,0,0,0,0,0,0,0,4978,0,0,0,0,843,674,658,0,3524,0,0,48,0,0,452,2710,3894,0,0,321,814,0,209,0,0,0,0,425,5331,2449,0,6624,187,0,0,0,0,6360,230,0,0,53,0,0,749,542,3013,1585,0,0,0,1241,2821,3008,0,568,0,464,0,365,1050,2238,1084,1920,0
SAMPLE_162,318,0,0,0,0,0,0,936,0,0,0,0,0,0,310,0,0,310,4401,401,1649,1281,586,440,3085,0,0,2722,1677,1647,0,0,141,0,0,0,0,1967,35,0,2593,0,0,2168,2617,102,0,847,0,0,1246,0,1670,0,0,1473,2059,0,0,0,0,223,666,0,0,0,0,745,0,3860,1169,0,0,1118,3254,0,0,1706,0,0,4181,0,45,173,824,5023,0,332,3374,0,0,2502,1336,2783,0,0,149,1645,0,274,0,1376,979,0,0,27,4557,0,218,354,0,0,2500,0,0,0,0,0,1217,0,0,0,1771,565,647,0,0,0,0,3553,0,1230,0,563,0,0,0,4077,341,0,0,0,2857,0,0,0,0,216,0,0
SAMPLE_163,445,560,0,0,53,0,0,51,201,0,0,74,0,0,554,195,0,134,0,0,0,0,0,517,209,0,0,811,1235,0,0,36,0,411,0,0,0,129,0,2135,45,981,400,1120,0,0,0,0,0,891,3138,76,885,1691,0,0,0,0,0,0,0,0,345,0,431,1402,0,283,917,3776,145,0,0,266,314,0,2139,0,158,0,0,3626,0,0,0,54,0,0,4626,210,0,955,0,0,0,3303,0,1545,31,169,5529,0,0,0,0,0,0,0,1158,437,0,247,0,1491,1772,0,0,0,0,1722,295,0,1025,0,147,456,1846,3585,0,1639,1824,0,555,3260,0,0,1242,0,0,0,0,26,3664,740,42,0,0,747,243,0
SAMPLE_164,1755,312,0,92,0,0,0,563,152,0,0,0,0,0,482,143,0,0,2190,0,0,779,0,0,0,674,0,0,0,0,0,268,0,1318,0,0,0,2702,0,3401,304,1407,0,0,0,0,0,1500,129,1802,3406,0,1314,1063,1187,0,1266,0,0,3702,24,0,248,139,0,0,0,0,289,1547,0,0,0,2469,586,72,0,0,0,65,0,0,0,0,6745,340,1099,2088,770,3535,0,0,0,0,1814,0,134,2644,0,177,1020,775,0,54,705,0,686,2029,0,50,0,1728,3061,0,0,0,0,4739,0,0,0,928,0,1139,0,0,0,0,0,1272,0,1864,0,0,5729,0,440,3840,738,0,0,400,976,0,343,333,0,581,0,174
SAMPLE_165,849,0,2195,0,0,0,0,497,0,793,0,0,193,0,0,0,558,0,0,0,0,0,352,488,0,456,0,101,0,3778,334,0,0,311,3050,179,393,0,0,0,0,0,0,0,1851,0,0,0,0,1934,2250,0,3084,0,0,0,3,0,0,0,0,411,0,0,729,0,6,1481,1133,797,0,357,0,781,0,1743,0,1427,623,21,1248,5551,0,0,0,1505,0,3350,0,1391,0,0,2201,3697,0,0,19,754,1710,0,5442,2335,1185,396,421,4145,0,0,0,0,136,291,239,0,273,0,1320,2537,1333,3331,1100,0,2799,0,68,0,240,3641,0,2350,0,1215,693,256,0,860,0,1718,0,0,0,0,0,0,203,1135,0,0,3325,0
SAMPLE_166,0,457,0,0,0,0,0,34,720,0,0,495,174,0,833,480,0,0,2852,0,3928,0,712,0,0,1061,0,2189,0,2729,0,0,239,270,0,0,237,0,0,2447,1120,0,0,0,0,0,703,0,0,1872,3309,0,0,0,0,0,0,404,1687,0,250,0,0,0,0,0,648,2439,1328,5426,1287,13,0,0,505,0,0,0,0,1411,1483,0,0,782,2454,0,2117,0,6369,537,0,704,0,5342,0,0,94,0,0,355,7159,0,1346,0,409,4482,0,0,0,0,0,2368,351,0,4458,26,0,2311,2215,0,1451,246,3970,1205,206,1344,0,0,0,2112,1518,576,282,0,13,94,0,3036,270,750,0,0,0,0,170,927,0,0,0,0
SAMPLE_167,0,0,2379,1062,0,0,0,0,47,0,85,0,0,0,671,77,173,0,0,0,0,1447,508,421,56,36,0,0,7893,3549,0,0,0,144,2467,0,832,1674,0,0,302,0,229,387,0,475,0,0,0,799,0,1177,884,0,0,0,308,0,0,0,0,0,2901,0,252,0,0,0,2833,2685,0,0,1147,1029,601,0,65,0,0,0,4428,5423,0,0,8570,141,0,855,2813,65,0,0,0,0,0,0,0,542,0,117,158,1739,2904,0,0,0,975,1403,0,0,0,0,1119,0,0,0,123,4048,1026,0,0,0,316,377,0,0,0,221,0,0,0,0,52,0,0,0,0,3818,0,0,0,0,559,3273,0,0,0,0,3282,0
SAMPLE_168,40,0,0,849,1769,86,2388,0,309,0,194,0,0,0,0,0,0,0,215,0,0,0,0,0,0,677,0,0,842,3381,0,0,0,1175,0,0,0,0,0,0,782,0,271,0,1616,201,0,0,0,3997,1156,0,0,0,272,0,0,175,1003,0,558,0,0,0,1055,0,35,659,1239,5419,33,96,641,0,1896,1608,425,1966,79,112,1898,1188,0,77,0,1638,0,3563,0,1850,0,0,3061,0,3786,1527,182,0,920,358,0,0,2264,0,114,2167,0,0,444,461,0,0,3498,1590,169,0,0,0,0,333,0,0,1373,1050,42,0,0,0,0,3134,1042,0,145,841,0,0,0,0,0,217,359,0,0,1983,0,0,0,103,719,289
SAMPLE_169,0,689,5901,440,0,0,0,0,0,0,192,0,0,1176,0,0,0,1043,3303,0,134,0,1404,3014,2076,0,171,2234,0,1904,0,683,0,0,2917,2799,2752,2577,32,942,0,79,575,0,2404,126,1874,0,0,0,0,0,0,0,1963,0,0,0,0,1472,0,18,0,0,0,0,0,0,1185,4020,0,0,175,340,0,0,3213,0,0,0,0,10914,1999,0,0,0,174,4813,0,1936,0,0,0,0,0,2891,25,3121,0,466,167,3823,0,77,0,167,0,343,903,1153,0,419,576,3776,0,457,0,1088,0,0,60,1917,3475,0,0,2680,0,0,0,0,0,0,0,55,0,0,723,3238,7984,0,0,0,3154,0,0,0,0,0,5656,189
SAMPLE_170,672,375,1380,0,0,110,0,778,874,1234,255,1059,0,0,360,966,633,0,0,0,0,2889,320,1113,351,0,0,0,0,1258,0,0,0,0,4621,0,44,0,0,2796,1483,142,141,0,0,0,55,1602,0,0,8906,0,0,0,0,241,291,35,0,1439,0,148,0,0,0,127,106,157,2207,395,0,0,0,686,0,0,1667,0,0,0,0,0,2176,0,16853,684,2491,106,0,0,0,93,0,0,0,0,6,1338,0,145,1584,0,0,0,1047,0,308,1446,0,0,0,0,424,0,3576,0,0,3850,411,0,0,5259,3239,534,0,0,0,0,0,643,266,0,0,0,3164,1763,334,1841,2383,308,0,0,0,0,0,995,0,2703,0,133
SAMPLE_171,0,118,0,0,0,0,0,0,0,0,0,158,0,301,2390,0,0,2548,1315,52,0,0,41,0,0,870,29,0,1754,9075,0,0,0,579,0,0,0,2985,0,0,1481,0,0,0,0,0,0,1141,2900,400,1767,0,1468,3638,0,0,0,188,0,0,0,547,0,0,1181,0,819,0,0,1346,0,0,772,1361,0,0,1801,0,0,0,0,0,0,0,0,0,0,0,1149,2686,1110,0,0,5382,0,0,37,1078,2854,278,1004,5297,0,0,0,104,1391,3551,0,365,0,0,2395,0,3748,164,1973,3373,207,0,223,0,1270,3558,0,2062,0,5403,0,2216,0,262,2316,0,1960,0,353,1666,2619,0,841,390,420,216,354,0,0,51,0,0
SAMPLE_172,841,0,0,1117,0,539,0,0,2632,0,0,1482,0,699,0,0,0,72,1407,0,0,1989,275,1242,6764,0,0,0,2129,3388,0,0,0,459,6219,0,1497,1164,20,2277,630,0,954,4281,0,0,0,0,342,0,0,0,0,990,0,2823,271,1292,0,0,347,123,0,0,0,418,753,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,51,899,0,1066,1311,0,981,0,178,0,0,188,0,2536,381,27,0,0,2724,0,0,1640,0,0,2689,1625,4422,79,2928,0,2537,398,174,2073,0,0,2081,0,628,4460,0,1271,0,569,3656,0,0,707,0,0,0,278,731,0,7689,0,0,1615,107,0,3177,84
SAMPLE_173,0,1437,0,0,0,26,0,0,1335,0,0,2698,0,0,716,0,0,805,0,702,276,1255,0,849,0,759,0,2896,2214,4785,0,0,1161,885,6873,0,4441,1582,0,1397,0,1538,540,688,1486,443,0,575,2130,0,0,0,0,0,0,2745,0,0,3599,0,0,114,0,0,0,0,1141,747,0,5459,268,1474,0,0,771,0,2693,1135,0,2900,0,7873,1946,4015,0,2620,0,0,0,1057,0,0,0,6272,0,3090,0,0,459,679,0,2263,884,0,0,0,0,1753,950,2058,0,3382,0,0,0,0,0,0,0,0,238,2308,4213,870,1872,0,0,6161,0,903,979,390,2441,3849,0,0,334,1299,0,0,1008,0,4581,2565,24,68,0,0,0,640
SAMPLE_174,0,125,235,0,0,806,527,0,42,0,0,0,0,0,985,0,0,543,3065,0,0,709,254,0,0,299,0,0,3089,588,0,374,289,0,5225,362,0,0,0,748,0,767,0,568,1447,0,0,1086,642,7107,4246,0,2543,0,980,0,1852,0,217,87,116,0,0,0,0,0,0,1140,0,5085,0,0,0,2262,1329,0,0,1053,187,240,0,5423,765,0,2574,113,0,0,0,230,0,0,2300,2916,0,0,295,382,0,270,2800,0,1214,0,879,4656,2125,0,638,0,0,0,0,741,0,0,0,2492,578,1715,0,861,4213,2646,0,0,0,2770,0,1113,0,1311,0,0,0,1385,0,0,0,0,0,0,3578,0,0,1522,0,0,0,0
SAMPLE_175,0,944,0,0,0,0,1197,0,0,0,412,0,0,0,194,141,0,0,2828,0,3052,2070,616,0,0,417,0,0,2000,0,0,0,0,348,0,0,0,0,0,1061,0,890,145,3513,1299,0,0,0,0,1471,0,460,485,0,1149,0,0,0,0,1941,36,477,776,0,0,0,0,465,1818,604,567,53,0,1636,0,520,0,296,0,161,0,6544,0,1727,0,1976,839,0,3354,736,0,0,2215,0,0,0,0,449,755,0,531,1858,234,137,257,0,0,6237,221,457,0,0,251,1238,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,3068,0,2422,0,0,2664,0,0,0,0,174,0,0,2529,454,456,0,0,1602,0,482
SAMPLE_176,401,0,0,459,397,537,2403,0,749,474,0,0,0,870,0,627,0,0,3859,0,2134,0,0,1389,0,0,0,124,2403,1882,0,464,73,0,2107,501,0,0,0,0,0,0,0,0,0,0,1102,0,0,2621,3696,0,0,260,0,0,1694,0,0,878,0,33,0,0,0,2359,97,1476,0,1006,0,0,0,0,0,467,0,0,0,562,0,0,1422,4863,0,0,0,1914,4349,1749,0,1439,886,0,4785,0,0,0,0,111,6603,0,4189,0,202,0,2207,3488,258,0,829,4853,0,0,0,71,1238,799,0,3368,248,1598,1415,321,0,0,0,6438,0,4709,0,0,999,0,0,0,1904,0,0,0,0,0,527,3723,124,0,0,1281,0,0
SAMPLE_177,58,0,0,0,0,0,0,0,0,127,0,2994,0,0,328,0,0,0,2730,0,0,1204,424,0,0,138,0,0,1826,0,0,634,0,920,1153,128,324,0,0,1962,0,0,0,0,0,0,0,187,2493,3290,967,0,1532,0,0,256,0,0,965,0,186,0,0,0,0,1142,0,89,0,0,0,0,0,148,0,0,0,0,0,4572,0,0,3012,0,1910,3008,0,4850,391,1573,0,0,0,4287,274,0,0,499,17,429,0,2660,0,0,0,6538,0,588,0,332,0,256,178,650,1992,0,2903,2488,0,3695,0,0,2768,0,0,1336,0,0,0,1660,0,274,0,2838,0,2222,0,0,0,0,232,220,0,762,0,0,0,53,0,0
SAMPLE_178,308,0,0,82,989,124,4893,0,1775,0,0,412,0,0,0,0,87,985,0,513,0,0,98,1934,718,0,0,0,2628,0,0,0,83,0,1210,696,208,0,0,0,0,0,821,1423,245,0,0,0,2715,0,0,0,1765,0,355,0,1896,72,0,0,0,0,2492,201,0,1263,67,0,4078,3276,0,0,0,0,4365,0,0,0,0,0,0,798,154,5622,5219,134,0,0,0,0,0,3786,2324,0,0,0,0,3916,124,606,0,1911,0,0,553,2862,1133,0,0,615,508,641,1431,1510,4645,286,2945,0,2095,497,0,277,0,0,0,1394,695,0,0,0,0,852,0,467,1400,1944,0,0,0,1615,0,4,5313,283,260,900,0,499,0,0
SAMPLE_179,0,0,2759,44,0,903,0,0,1556,179,0,0,0,2012,0,0,225,215,0,0,3895,1473,444,0,293,69,0,791,4229,8056,0,212,0,669,1009,448,545,2144,124,0,0,0,0,1206,568,0,373,923,0,263,0,0,1164,0,2020,0,0,94,3318,854,0,641,0,915,0,1015,0,839,2397,1893,0,0,0,0,0,1425,0,0,366,0,0,0,0,353,0,25,1283,0,2926,2560,0,1356,906,0,0,0,77,0,0,0,1483,0,1999,0,0,3465,2323,416,251,220,0,66,0,562,306,0,0,0,0,878,250,0,0,0,418,0,0,465,0,1026,0,781,1759,630,0,413,515,1768,2732,0,51,238,869,0,38,1546,0,508,0,0
SAMPLE_180,0,0,0,0,0,0,936,0,229,0,0,825,0,0,0,230,0,0,0,14,0,509,151,0,0,85,0,0,0,4240,50,52,0,0,0,57,0,0,0,0,788,0,0,2350,0,0,126,1552,0,0,3109,0,0,0,0,0,127,30,0,1326,0,0,0,254,0,0,715,893,0,0,527,116,0,925,0,0,910,0,0,0,0,780,678,803,1809,190,0,1689,3204,495,0,1895,0,3561,0,179,0,80,0,127,966,1661,2027,0,552,0,501,2231,0,359,0,53,0,0,0,0,3195,0,0,1646,0,0,513,245,0,5342,0,0,0,519,0,849,1107,883,1529,0,688,0,0,1730,0,0,1774,1381,99,0,3367,246,2342,0
SAMPLE_181,0,0,0,0,0,0,231,0,0,141,0,0,0,689,0,624,1803,0,0,123,0,0,0,634,0,278,0,0,1373,0,0,0,156,616,0,1928,2614,0,17,0,0,0,124,63,0,0,316,1624,1046,2405,0,0,3497,0,0,73,2080,52,0,0,59,0,0,280,0,141,394,1268,2303,2142,880,0,0,0,0,0,565,2883,352,164,0,5362,0,0,2025,1931,2283,4318,3024,2474,0,549,1189,0,0,1803,0,0,233,0,243,0,0,0,114,2185,963,0,333,0,0,0,0,0,1091,398,0,0,444,2920,0,1339,0,884,375,0,0,0,0,0,0,0,147,2263,0,0,2285,0,0,0,0,0,454,0,0,67,61,269,0,575
SAMPLE_182,347,0,256,0,0,0,0,0,0,68,0,0,0,570,1665,25,1304,332,0,0,0,395,60,0,0,0,0,370,810,0,0,0,0,0,0,141,0,1420,0,2512,0,1377,0,598,963,60,0,514,2016,1042,5077,0,0,2097,830,0,0,0,0,1002,0,0,990,144,22,0,0,299,0,1047,0,0,0,16,1814,4485,0,0,0,374,0,2485,197,0,1856,0,0,3523,0,0,0,117,0,0,0,0,35,1556,0,760,0,0,0,0,452,0,0,0,184,0,0,0,1889,0,265,17,129,0,0,595,0,0,0,42,768,1869,0,0,0,348,576,0,611,0,0,0,0,763,0,0,187,0,0,0,14,287,0,0,0,0
