,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_189,2213,120,145,107,0,630,1071,0,18,0,108,1,3,82,0,0,27,1751,150,47,347,168,261,224,51,88,0,0,4857,1744,0,0,304,216,1104,0,55,193,4,102,1514,0,0,3020,0,0,1116,1508,737,174,786,0,43,1199,3549,958,0,0,6,0,0,2230,3930,60,130,2551,106,441,264,28,7,15,0,0,24,0,0,1131,0,5028,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,98,129,0,0,475,162,1228,234
SAMPLE_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,22,32,58,45,65,0,0,0,2542,0,0,94,0,16,0,77,0,0,116,2218,0,0,2806,0,0,46,49,0,9,1,0,0,0,0,166,0,415,0,0,0,998,2852,0,0,63,26,0,577,22,743,13,0,35,0,0,0,0,0,0,0,0,0,2572,758,0,274,260,581,0,199,0,0,0,0,0,298,418,1429,0,764,2540,0,527,0,822,0,575,0,64,0,1237,0,0,0,0,0,0,0,0,101,2562,1447,0,0,0
SAMPLE_191,0,0,0,0,0,0,407,406,0,2813,224,235,0,2332,0,0,0,0,69,24,32,47,52,79,0,0,0,2286,0,0,88,0,7,0,74,0,1776,979,2023,0,0,2505,0,0,0,53,43,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,531,314,795,18,28,66,33,19,75,268,6,41,194,1307,2261,0,0,993,779,120,603,0,0,0,0,559,438,255,400,166,1392,0,683,2263,0,459,0,684,0,474,49,64,0,1050,0,0,0,0,0,0,0,0,90,2256,1292,0,0,0
SAMPLE_192,2381,106,172,120,0,658,1141,0,14,0,137,2,3,92,0,0,20,1745,162,43,385,159,266,224,80,69,0,0,4297,0,0,0,0,0,1370,0,169,691,15,408,0,389,0,3085,1,0,1205,1609,749,212,886,0,57,0,2048,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,3392,0,0,0,0,944,0,381,2372,0,1707,411,2195,1914,2760,0,722,0,121,0,1826,0,0,0,0,10,2912,3,0,0,1,0,6,11,4,9,78,138,0,0,568,222,1276,231
SAMPLE_193,2208,114,123,109,0,601,1010,0,17,0,102,0,5,81,0,0,968,499,142,91,311,161,240,202,41,0,0,0,4660,1793,0,0,1791,218,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,5,94,51,0,17,1178,3483,905,0,0,4,0,0,2349,3797,289,1198,0,0,0,0,0,0,0,0,0,22,6,3,0,92,0,2411,0,0,209,413,1168,2276,46,990,156,0,417,1827,1825,2495,0,733,0,0,4342,0,275,0,194,0,0,0,0,0,0,0,0,0,0,0,0,316,119,0,0,512,186,1115,230
SAMPLE_194,0,0,162,123,0,718,1136,0,13,0,114,3,6,96,0,0,1710,0,155,97,394,183,259,237,72,116,0,0,5109,1911,0,0,2037,252,0,0,53,181,5,130,1677,0,0,3174,0,0,1227,1536,647,0,0,0,10,1297,3852,1011,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,1742,431,0,85,0,496,350,2624,0,1835,365,1620,0,1514,0,0,0,0,4818,0,262,0,269,0,428,2561,31,0,0,0,13,0,0,0,0,0,127,0,0,0,0,0,0
SAMPLE_195,504,28,0,0,0,0,337,447,0,2660,205,279,0,2131,0,0,0,0,35,17,0,39,47,74,0,0,0,2108,0,0,70,0,12,0,71,356,2198,1188,1915,0,0,2415,0,0,0,39,38,74,31,0,15,3,1,291,349,453,0,0,0,855,0,4718,7520,178,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1905,0,425,0,674,0,434,45,53,0,998,0,0,965,318,2927,357,1101,0,57,2202,1481,0,695,30
SAMPLE_196,0,0,0,0,0,0,0,0,0,1955,173,162,0,1883,0,0,0,0,48,23,34,45,38,73,0,0,0,1762,0,0,33,0,94,0,69,279,1882,980,1713,0,0,2112,0,0,0,28,39,59,31,0,18,4,0,238,294,356,1,0,0,688,0,4122,6543,0,0,1482,404,207,673,13,19,25,0,0,0,0,0,196,149,1060,1771,0,0,761,636,106,519,0,0,386,0,469,363,219,279,0,960,0,441,1510,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_197,478,11,0,0,0,0,366,412,0,2500,206,255,0,1867,0,0,0,0,20,0,0,24,41,53,0,0,0,0,0,0,78,0,20,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,13,559,18,31,51,29,25,57,235,6,41,170,1245,1936,0,0,869,674,116,544,0,0,449,0,544,430,283,379,142,1214,0,622,2072,0,388,0,736,0,403,22,52,0,967,0,0,967,288,2748,290,813,0,67,2067,1406,0,635,38
SAMPLE_198,493,19,0,0,0,0,344,419,0,2630,0,204,0,2074,0,0,0,0,41,27,42,39,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,373,400,0,0,0,854,0,4636,7393,0,0,1599,469,256,794,12,31,44,25,20,57,267,13,46,173,1255,1904,0,0,955,770,195,1088,268,1590,0,628,0,61,0,210,332,1244,0,618,2167,0,419,0,648,0,451,46,61,0,985,0,0,643,0,2682,0,0,0,92,2215,1423,0,687,52
SAMPLE_199,0,0,0,0,0,0,439,450,0,2700,214,295,0,2133,0,0,0,0,67,21,51,39,0,49,0,0,0,2144,0,0,71,0,1,0,80,340,2230,1209,1926,0,0,2440,0,0,0,53,53,86,27,0,15,5,1,282,401,426,1,0,0,854,0,4965,7835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,31,0,435,1048,247,1510,0,633,0,0,0,0,345,1240,0,619,2260,0,425,0,726,0,472,45,54,0,1022,0,0,1013,323,3166,308,375,0,0,0,0,0,0,0
SAMPLE_200,2210,115,164,112,0,643,994,0,15,0,95,6,2,72,0,0,449,1157,140,60,360,147,217,200,65,96,0,0,4722,1830,0,0,865,219,731,0,164,682,0,385,0,366,0,2903,0,0,1086,1502,669,175,765,0,56,0,0,0,0,0,0,0,0,2345,3919,42,85,2623,121,420,279,31,0,0,0,0,12,10,4,674,947,5726,3386,0,0,175,436,1230,2255,148,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,113,0,0,518,178,1147,214
SAMPLE_201,1814,104,117,98,0,547,807,0,11,0,92,3,5,55,0,0,1222,0,110,77,285,125,194,162,63,59,0,0,3815,1413,0,0,697,154,656,0,52,196,3,117,997,0,0,2421,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,305,542,2897,0,1316,541,0,308,981,2118,0,2417,0,1365,313,1574,1469,2110,0,585,0,839,3576,0,0,0,0,0,0,2225,0,0,0,0,12,0,0,0,0,0,93,0,0,420,131,969,158
SAMPLE_202,0,0,0,0,0,0,0,0,0,2222,210,202,0,2100,0,0,0,0,60,21,35,53,34,63,0,0,0,2085,0,0,80,0,0,0,0,0,0,81,1857,0,0,2367,0,0,0,46,52,66,32,0,18,2,1,252,349,423,0,0,0,801,0,4767,7579,149,620,0,425,17,599,27,30,59,24,25,54,258,13,0,0,0,5,2075,589,0,369,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1081,0,0,955,323,2924,347,335,0,119,2192,0,0,0,0
SAMPLE_203,0,0,104,23,0,0,370,397,0,2602,195,253,0,2023,0,0,0,0,56,16,42,43,39,59,0,0,0,1949,0,0,68,0,13,0,68,355,2098,1138,1822,0,0,2287,0,0,0,38,47,74,29,0,17,6,0,121,0,270,9,0,0,800,2205,0,0,55,25,1575,450,247,707,14,29,58,33,30,58,259,6,0,0,0,1735,10,0,915,697,108,584,0,0,0,0,498,290,173,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_204,0,0,0,0,0,0,0,522,0,2115,0,0,0,1837,0,0,0,0,53,22,28,36,36,79,0,0,0,1878,0,0,71,0,5,0,49,277,1830,954,1663,0,0,2070,0,0,0,44,44,72,25,0,10,5,0,226,317,384,0,0,0,718,2025,0,0,0,486,0,351,0,510,5,0,38,23,29,36,249,7,0,0,0,0,1129,0,326,625,0,340,0,0,0,0,403,239,141,0,180,1032,0,462,1474,0,263,0,0,1,0,62,0,63,0,403,0,991,284,2600,293,473,0,0,0,0,0,0,0
SAMPLE_205,2357,136,159,112,0,684,1005,0,16,0,132,5,2,77,0,0,1529,0,116,75,325,74,0,0,0,0,0,0,0,0,0,0,616,239,888,0,0,0,0,0,2178,0,0,3165,43,0,965,923,0,0,0,0,7,0,2035,0,0,3,3,0,0,0,1455,69,123,2614,129,409,257,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,10,1527,391,1985,1770,2560,0,0,161,0,0,1801,0,0,0,0,0,2747,0,0,0,0,19,0,0,0,30,111,129,0,0,493,162,1252,242
SAMPLE_206,1805,89,123,85,0,510,786,0,14,0,78,3,9,59,0,0,1191,0,135,78,282,139,213,186,44,68,0,0,3895,1361,0,0,295,179,860,0,104,308,7,185,463,0,0,2413,6,0,722,690,0,0,0,0,10,979,2800,806,0,1,2,0,0,2056,3067,41,68,2086,93,361,232,29,9,7,0,0,17,9,0,938,0,4072,2699,0,0,0,235,1012,1788,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,101,0,0,413,148,939,176
SAMPLE_207,403,21,86,56,0,247,397,0,0,0,0,0,0,2217,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,79,37,0,21,6,2,0,0,1,48,0,0,866,0,4902,7995,148,627,1564,426,237,756,17,41,51,24,30,68,262,12,49,207,1392,2113,0,0,977,737,110,585,0,0,442,0,487,0,371,380,173,1378,0,705,2319,0,437,0,705,0,490,39,58,0,1048,0,0,1067,315,3094,357,1058,0,92,2334,1525,0,633,43
SAMPLE_208,1717,96,166,121,0,638,1082,0,34,0,103,2,5,87,0,0,1024,471,152,81,359,183,260,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,178,5350,705,0,0,5,14,83,41,0,10,1216,3543,949,0,0,8,0,0,2420,4082,34,22,2797,105,429,301,41,16,15,0,0,10,11,2,344,677,3695,0,1630,667,0,411,1336,2915,507,3721,0,1872,0,0,2425,2338,0,0,0,1070,5356,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,104,0,192
SAMPLE_209,516,24,0,0,0,0,395,429,0,2672,204,287,0,2138,0,0,0,0,57,25,37,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,239,0,46,0,0,0,0,4886,7606,167,645,1457,376,221,721,12,35,49,25,38,72,274,7,0,140,1048,2039,0,0,580,0,386,615,0,0,454,0,635,439,307,402,136,1334,0,635,2265,0,461,0,691,0,444,50,46,0,1021,0,0,1007,305,2935,340,992,0,78,2121,1443,0,718,53
SAMPLE_210,2267,106,169,93,0,599,1034,0,22,0,113,1,3,84,0,0,323,1374,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,3741,952,0,0,5,0,0,2356,3890,36,29,2611,101,421,277,39,14,20,0,0,12,8,2,681,954,5688,3394,0,0,0,379,1296,2866,463,3658,0,1725,394,1935,1730,2475,0,721,0,1330,5579,0,313,0,327,0,474,2316,35,0,0,0,12,0,0,0,1,9,0,0,0,523,173,1166,230
SAMPLE_211,428,21,0,0,0,0,327,335,0,2371,197,236,0,1957,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,0,0,43,42,0,5,1,0,0,0,0,237,298,384,1,0,0,711,2044,0,0,180,583,0,362,13,522,19,31,48,34,27,54,229,9,0,0,0,2,1838,576,0,181,175,366,0,0,430,0,503,356,230,394,146,1159,0,592,1883,0,372,0,649,0,347,60,0,72,0,446,0,966,281,2610,284,287,0,66,1962,1255,0,621,55
SAMPLE_212,1914,92,0,0,0,0,805,0,10,0,77,0,0,25,16,0,283,1129,113,37,297,154,217,147,52,74,0,0,3142,0,0,0,552,186,772,0,0,0,0,0,1776,0,0,2439,0,0,899,1178,588,175,613,0,42,536,2272,0,0,26,0,4,0,1904,3182,255,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,633,3772,2609,0,0,196,366,1059,2176,0,2413,0,1352,0,1082,0,1254,0,347,0,1013,4667,0,241,0,229,0,392,1835,20,0,0,0,13,0,0,0,79,393,0,0,0,437,137,1004,181
SAMPLE_213,0,0,64,0,0,0,316,333,0,2238,173,238,0,1805,0,0,0,0,53,21,22,33,16,0,0,0,0,1838,0,0,0,0,0,0,0,363,1753,1003,1602,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,40,18,1318,363,196,637,10,18,37,0,0,0,0,0,0,0,0,0,1725,588,0,185,169,347,0,0,351,0,463,349,251,340,133,1028,0,543,1778,0,366,0,534,0,412,0,44,0,864,0,0,851,264,2470,75,0,0,74,1855,1156,0,345,0
SAMPLE_214,3,0,143,25,0,0,409,461,0,3011,246,856,0,0,9,115,0,0,52,23,44,56,40,71,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,480,290,805,18,30,54,25,30,81,260,5,0,0,0,2,2268,751,0,226,215,511,0,0,488,0,629,313,222,0,210,1290,0,667,2261,0,490,0,740,0,0,37,21,0,1119,0,0,1102,332,3209,137,0,0,102,2398,1364,0,0,0
SAMPLE_215,0,0,0,0,0,0,380,442,0,2895,244,317,0,2224,0,0,0,0,53,22,41,31,39,91,0,0,0,2158,0,0,75,0,2,0,85,364,2371,1279,2000,0,0,2572,0,0,0,44,66,76,25,0,21,7,2,267,387,482,0,0,0,0,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,58,251,11,0,0,0,0,0,0,0,0,0,0,0,0,470,0,647,454,284,437,146,1365,0,766,2295,0,472,0,818,0,482,28,60,0,1108,0,0,1029,316,3274,0,0,0,0,0,0,0,0,0
SAMPLE_216,427,21,0,0,0,0,381,379,0,2708,221,795,0,0,80,0,0,0,42,22,38,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,357,453,0,0,0,790,0,4748,7730,165,613,1485,403,224,728,15,26,49,24,44,82,272,19,0,142,1066,1957,0,0,926,730,111,614,0,0,468,0,556,451,271,358,0,1047,0,607,2154,0,422,0,692,0,439,42,58,0,1034,0,0,0,232,2951,345,1009,0,80,2168,1527,0,681,40
SAMPLE_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,62,189,183,73,100,0,0,4730,1827,0,0,0,203,1322,0,73,269,8,176,1217,0,0,3007,0,0,1114,1542,750,185,798,0,44,1219,3656,954,0,0,4,0,0,0,0,37,101,2718,90,442,326,37,14,13,0,0,12,8,1,699,1027,5892,3426,0,0,257,508,1322,2925,492,3816,0,1891,0,0,2417,2510,0,720,0,1325,5766,0,308,0,250,0,0,2778,0,0,0,0,16,0,0,0,0,72,140,0,0,0,0,0,0
SAMPLE_218,0,0,0,0,0,0,0,599,0,2560,0,0,0,2181,0,0,0,0,37,11,0,44,43,68,0,0,0,2188,0,0,83,0,0,0,74,377,2233,1220,1860,0,0,2436,0,0,57,38,0,11,1,0,0,0,0,265,366,431,0,0,0,919,2280,0,36,45,16,1074,501,0,578,10,26,54,24,28,85,258,13,47,200,1291,2149,0,0,957,808,111,599,0,0,0,0,521,351,0,247,343,1268,0,602,2239,0,430,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2364,0,0,25,0,202,0,101,396,2292,1290,2115,0,0,2614,0,0,0,42,62,82,35,0,22,3,0,291,419,455,0,0,0,925,0,5192,8457,0,0,21,0,23,615,20,34,64,30,26,83,274,5,0,160,1110,2174,0,0,1035,778,139,684,0,238,492,0,639,499,297,439,175,1431,0,751,2356,0,467,0,748,0,530,35,72,0,1103,0,0,1054,346,3323,324,890,0,0,0,0,0,0,0
SAMPLE_220,1,0,94,22,0,0,436,430,0,2812,232,271,0,2166,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,387,447,0,0,0,821,0,4898,8041,115,610,1531,402,278,792,10,32,32,0,0,0,0,0,0,0,0,1,2125,706,0,212,217,474,0,0,523,0,591,458,287,404,155,1340,0,681,2169,0,440,0,717,0,464,48,67,0,1068,0,0,693,0,2716,453,218,0,90,2340,1295,0,0,0
SAMPLE_221,420,14,0,0,0,0,345,354,0,2373,193,254,0,1911,0,0,0,0,50,24,32,38,34,57,0,0,0,1893,0,0,55,0,48,0,71,296,1940,1083,1726,0,0,2149,0,0,0,28,53,60,29,0,19,5,1,260,351,392,0,0,0,762,0,4263,6818,0,0,1485,436,255,692,14,26,54,31,28,69,232,11,0,0,1,3,1858,594,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2081,1345,0,639,46
SAMPLE_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,71,0,0,0,2358,0,0,77,0,60,0,85,383,2498,1291,2143,0,0,2645,0,0,55,39,0,8,0,0,0,0,0,279,386,442,1,0,0,922,0,5220,8682,0,0,1884,499,279,841,18,36,59,29,31,88,272,15,0,0,0,0,2331,744,0,273,232,554,0,184,503,0,594,500,325,426,162,1402,0,757,2391,0,459,0,756,0,542,47,53,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,118,48,269,150,203,159,49,77,0,0,3978,1424,0,0,648,162,681,0,49,158,4,103,1215,0,0,2543,0,0,949,1238,596,145,665,0,46,961,2993,806,0,0,0,0,0,1881,3277,22,9,2304,90,372,225,23,11,14,0,0,0,0,1,567,0,2564,0,1424,550,0,298,1074,2284,418,2990,0,1520,0,1166,0,1209,0,373,0,990,4571,0,252,0,271,0,388,1820,25,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0
SAMPLE_224,0,0,107,24,0,0,358,351,0,2455,218,265,0,2012,0,0,0,0,51,25,36,50,40,67,0,0,0,1874,0,0,50,0,90,0,74,761,1772,0,1947,0,0,2178,0,0,3,0,42,0,16,0,10,3,1,245,360,413,1,0,0,780,0,4176,6945,0,0,1494,442,248,653,0,0,0,0,0,53,218,4,0,124,828,1567,66,0,433,0,365,543,0,0,0,0,496,398,254,368,146,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_225,0,0,0,0,0,0,299,285,0,1935,181,206,0,1593,0,0,0,0,43,19,36,43,24,50,0,0,0,1535,0,0,37,0,61,0,49,0,1132,0,1558,0,0,1766,0,0,0,25,44,59,26,0,14,4,0,208,281,312,0,0,0,623,0,3463,5706,0,0,0,363,9,423,23,13,44,22,17,51,186,9,0,128,757,1519,0,0,663,523,72,430,0,0,349,0,438,293,221,303,101,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_226,322,0,0,0,0,0,343,377,0,2439,202,241,0,1843,0,0,0,0,55,22,39,17,0,0,0,0,0,1874,0,0,56,0,80,0,68,309,2040,1096,1727,0,0,2190,0,0,0,34,53,74,29,0,18,0,1,239,332,383,0,0,0,769,0,4314,6835,5,16,962,453,0,476,19,27,45,25,25,79,253,9,42,170,1132,1871,0,0,841,650,106,561,0,0,417,0,532,290,194,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,68,1988,1319,0,511,0
SAMPLE_227,424,9,0,0,0,0,360,391,0,2578,222,265,0,2064,0,0,0,0,77,25,51,50,36,67,0,0,0,2074,0,0,76,0,1,0,66,0,1656,913,1881,0,0,2389,0,0,0,39,53,76,37,0,25,2,0,256,324,421,0,0,0,799,2234,0,0,204,651,1439,385,256,686,12,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,46,28,0,1014,0,0,942,271,2892,355,1028,0,81,2168,1493,0,647,0
SAMPLE_228,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,1326,0,132,80,320,147,244,176,62,78,0,0,4307,1582,0,0,330,196,956,0,167,560,18,366,0,318,0,2546,1,0,978,1410,698,168,700,0,37,1023,3198,869,0,6,3,0,0,2262,3581,28,0,0,0,0,0,0,0,0,0,0,10,5,2,1078,0,4584,3057,0,0,250,462,1170,2581,447,3373,0,1544,318,1756,1659,2345,0,643,0,0,0,1591,0,0,0,0,7,2406,0,0,0,0,0,8,8,5,0,0,0,0,0,0,0,0,0
SAMPLE_229,2252,111,147,121,0,654,1049,0,20,0,122,22,0,0,49,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,1531,744,207,847,0,56,602,2840,0,0,22,0,9,0,2232,4081,49,131,2572,113,398,305,39,0,0,0,0,18,0,0,759,996,5919,3528,0,0,284,503,1295,2935,485,3835,0,1813,362,1900,1818,2643,0,759,0,1075,4602,0,0,0,0,0,10,2835,0,0,0,0,17,0,0,0,23,125,165,0,0,508,187,1279,200
SAMPLE_230,1718,84,107,77,0,488,787,0,15,0,93,3,2,47,0,0,1078,0,119,68,274,105,180,156,37,0,0,0,3637,1334,0,0,1414,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,5,0,24,0,7,0,1889,3021,46,88,1893,85,293,195,24,7,15,0,0,7,5,3,539,697,4369,2641,0,0,164,382,949,2158,400,2857,0,1289,274,1444,1380,1990,0,545,0,929,4123,0,215,0,0,0,0,0,0,0,0,0,0,6,4,3,15,87,93,0,0,385,123,859,172
SAMPLE_231,0,0,0,0,0,0,0,0,0,0,97,1,5,76,0,0,1416,0,145,91,352,147,254,213,71,110,0,0,4735,1705,0,0,61,211,1257,0,36,182,4,102,1607,0,0,2937,0,0,1097,1495,735,186,817,0,58,1229,3494,909,0,0,5,0,0,2423,3709,331,1239,0,0,0,0,0,0,0,0,0,11,5,0,665,911,5644,3367,0,0,218,396,1163,2181,139,965,0,0,0,0,0,0,0,0,0,0,0,1665,0,0,0,0,0,2677,0,0,0,0,16,0,0,0,90,433,0,0,0,0,0,0,0
SAMPLE_232,2060,135,0,0,29,10,0,0,0,0,0,0,0,7,37,0,1333,0,125,72,345,154,216,203,55,80,0,0,4332,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2241,3717,57,120,2360,125,338,248,38,7,13,0,0,5,6,1,620,824,5331,3134,0,0,0,0,1157,2413,437,3371,0,1643,331,1700,1700,2211,0,0,0,1061,5198,0,297,0,290,0,464,2087,38,0,0,0,0,7,8,10,17,107,135,0,0,443,160,1108,205
SAMPLE_233,515,29,0,0,0,0,380,387,0,2529,0,0,0,2247,0,0,12,0,14,0,0,32,29,68,0,0,0,2205,0,0,60,0,70,0,67,0,0,69,2019,0,0,2494,0,0,0,51,59,76,37,0,24,8,0,242,387,433,0,0,0,801,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,334,0,0,0,0,0,0,0,0,0,0,1020,0,600,2242,0,461,0,715,0,457,34,59,0,1049,0,0,1083,306,3068,301,838,0,84,2245,1546,0,733,43
SAMPLE_234,404,18,0,0,0,0,353,283,0,2078,0,0,0,0,0,0,0,0,49,16,41,42,28,56,0,0,0,1801,0,0,18,0,130,0,78,305,1847,993,1677,0,0,2112,0,0,30,27,0,8,2,0,0,0,0,220,302,365,0,0,0,700,0,3888,6334,5,25,1374,352,220,642,20,21,48,37,19,61,220,9,44,132,1125,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,20,0,792,0,0,0,0,0,0,11,0,59,1861,1285,0,589,41
SAMPLE_235,0,0,110,18,0,0,335,345,0,2296,179,684,0,0,49,0,0,0,49,30,40,43,45,64,0,0,0,1854,0,0,51,0,52,0,64,0,1489,827,1685,0,0,2178,0,0,0,38,49,75,34,0,20,2,1,238,338,365,0,0,0,0,2221,0,0,0,0,0,0,0,0,15,27,42,28,26,52,220,6,0,0,0,0,1798,569,0,175,188,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,204,37,30,0,918,0,0,934,273,2624,117,0,0,105,1981,0,0,0,0
SAMPLE_236,2044,104,150,123,0,601,993,0,21,0,123,4,4,81,0,0,1435,0,116,106,346,137,217,188,70,103,0,0,4518,1726,0,0,155,211,1150,0,164,605,15,372,0,328,0,2646,1,0,1094,1426,724,172,763,0,53,0,0,0,0,2,5,0,0,2289,3753,323,1226,0,164,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,0,0,0,0,16,0,0,0,112,529,121,0,0,477,172,1074,205
